,Date,Volume,Region_Brisbane,Region_Cairns,Region_Gladstone,Region_Mackay,Region_Townsville,Source_Land,Source_Ship,Source_Unknown,Area_Coastal Waters,Area_Port Limits,Pollutant_Chemical,Pollutant_Diesel,Pollutant_Grease,Pollutant_HFO,Pollutant_Lubricating,Pollutant_Oil,Pollutant_Other,Pollutant_Paint,Pollutant_Sewage,Pollutant_Sheen,Pollutant_Soot
241,2005-02-06,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
242,2005-06-15,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
243,2005-06-20,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
244,2005-06-29,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
245,2005-07-17,180.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
246,2005-10-08,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
247,2005-08-16,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
248,2005-08-24,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
249,2005-08-25,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
250,2005-08-31,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
251,2005-09-21,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
252,2005-09-22,5.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
253,2005-06-10,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
254,2005-06-10,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
255,2005-07-10,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
256,2005-10-10,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
257,2005-10-10,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
258,2005-11-10,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
259,2005-10-15,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
260,2005-10-20,20.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
261,2005-10-23,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
262,2005-10-28,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
263,2005-10-28,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
264,2005-07-11,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
265,2005-08-11,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
266,2005-11-14,10.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
267,2005-04-12,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
268,2005-07-12,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
269,2005-12-31,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,2006-01-16,1000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
271,2006-01-20,3000.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
272,2006-06-03,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
273,2006-03-31,20.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
274,2006-04-13,20.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
275,2006-04-23,200.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
276,2006-04-26,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
277,2006-02-05,30.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
278,2006-05-30,5.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
279,2006-05-06,50.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
280,2006-06-20,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
281,2006-06-27,75.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
282,2006-09-07,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
283,2006-08-08,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
284,2006-12-08,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
285,2006-12-08,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
286,2006-08-17,25.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
287,2006-08-25,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
288,2006-08-25,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
289,2006-04-09,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
290,2006-09-09,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
291,2006-09-30,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
292,2006-11-10,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
293,2006-10-13,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
294,2006-10-23,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
295,2006-08-11,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
296,2006-11-14,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
297,2006-11-16,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
298,2006-02-12,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
299,2006-08-12,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
300,2006-12-12,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
301,2006-12-15,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
302,2006-12-17,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
303,2006-12-20,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
304,2006-12-27,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
305,2007-01-01,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
306,2007-10-01,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
307,2007-01-14,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
308,2007-01-15,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
309,2007-01-22,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
310,2007-01-30,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
311,2007-08-02,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
312,2007-11-02,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
313,2007-02-16,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
314,2007-02-17,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
315,2007-02-19,0.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
316,2007-03-03,50.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
317,2007-05-03,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
319,2007-09-03,0.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
320,2007-12-03,15.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
321,2007-03-13,3.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
322,2007-03-22,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
323,2007-03-27,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
324,2007-04-28,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
325,2007-01-05,50.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
326,2007-02-05,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
327,2007-06-05,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
328,2007-12-05,700.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
329,2007-05-13,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
330,2007-05-16,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
331,2007-05-21,7.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
332,2007-05-21,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
333,2007-05-23,0.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
334,2007-05-26,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
335,2007-05-28,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
336,2007-05-29,10.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
337,2007-05-30,20.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
338,2007-08-06,20.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
339,2007-10-07,200.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
340,2007-07-18,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
341,2007-07-22,30.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
342,2007-01-08,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
343,2007-10-08,200.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
344,2007-08-18,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
345,2007-08-20,1.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
346,2007-08-21,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
347,2007-08-25,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
348,2007-08-26,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
349,2007-08-31,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
350,2007-05-09,200.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
351,2007-11-09,7000.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
352,2007-12-09,40.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
353,2007-09-27,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
354,2007-09-30,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
355,2007-09-30,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
356,2007-08-10,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
357,2007-10-18,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
358,2007-10-24,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
359,2007-10-27,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
360,2007-10-30,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
361,2007-01-11,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
362,2007-07-11,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
363,2007-11-23,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
364,2007-11-27,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
365,2007-11-27,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
366,2007-11-27,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
367,2007-06-12,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
368,2007-12-27,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
369,2008-01-01,100.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
370,2008-01-14,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
371,2008-01-15,10.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
372,2008-01-16,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
373,2008-01-21,20.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
374,2008-01-31,50.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
375,2008-03-02,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
376,2008-04-02,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
377,2008-04-02,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
378,2008-02-17,0.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
379,2008-08-03,5.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
380,2008-03-14,25.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
381,2008-03-19,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
382,2008-03-23,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
383,2008-06-04,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
384,2008-08-04,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
385,2008-12-04,50.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
386,2008-04-21,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
387,2008-04-24,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
388,2008-04-26,300.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
389,2008-10-05,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
390,2008-05-16,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
391,2008-05-17,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
392,2008-05-25,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
393,2008-05-28,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
394,2008-09-06,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
395,2008-06-17,77.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
396,2008-06-18,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
397,2008-06-18,100.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
398,2008-06-26,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
399,2008-07-07,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
400,2008-08-07,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
401,2008-07-16,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
402,2008-07-20,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
403,2008-07-30,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
404,2008-07-30,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
405,2008-07-30,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
406,2008-06-08,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
407,2008-08-08,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
408,2008-08-13,10.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
409,2008-08-21,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
410,2008-02-09,300.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
411,2008-09-13,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
412,2008-09-15,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
413,2008-09-10,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
414,2008-10-13,100.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
415,2008-10-22,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
416,2008-10-24,10.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
417,2008-09-11,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
418,2008-11-17,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
419,2008-11-21,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
420,2008-01-12,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
421,2008-01-12,5.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
422,2008-10-12,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
423,2008-12-17,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
424,2008-12-27,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
425,2009-05-01,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
426,2009-05-01,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
427,2009-01-26,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
428,2009-01-29,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
429,2009-01-29,50.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
430,2009-01-31,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
431,2009-01-02,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
432,2009-01-02,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
433,2009-01-02,20.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
434,2009-03-02,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
435,2009-10-02,20.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
436,2009-02-19,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
437,2009-02-27,1000.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
439,2009-04-06,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
440,2009-08-06,50.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
441,2009-06-15,200.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
442,2009-06-22,2000.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
443,2009-06-22,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
444,2009-06-26,60.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
445,2009-06-26,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
446,2009-07-13,10.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
447,2009-07-15,200.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
448,2009-07-28,35.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
449,2009-08-23,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
450,2009-09-16,20.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
451,2009-09-18,5.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
452,2009-09-27,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
453,2009-06-10,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
454,2009-10-18,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
455,2009-10-23,50.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
456,2009-10-30,50.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
457,2009-04-12,2.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
458,2009-12-12,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
459,2009-12-13,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
460,2010-04-01,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
461,2010-05-01,50.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
462,2010-09-01,20.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
463,2010-01-18,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
464,2010-01-20,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
465,2010-02-02,0.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
466,2010-02-16,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
467,2010-02-16,10.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
468,2010-02-23,8.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
469,2010-02-26,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
470,2010-03-18,1000.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
471,2010-03-31,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
472,2010-04-13,10.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
473,2010-04-14,20.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
474,2010-04-20,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
475,2010-04-21,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
476,2010-04-25,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
477,2010-11-05,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
478,2010-05-13,3.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
479,2010-05-27,5.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
480,2010-05-07,5.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
481,2010-07-23,30.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
482,2010-07-25,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
483,2010-07-28,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
484,2010-08-13,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
485,2010-08-18,300.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
486,2010-06-09,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
487,2010-10-14,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
488,2010-10-20,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
489,2010-10-30,0.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
490,2010-02-11,10.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
491,2010-07-11,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
492,2010-11-14,200.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
